bedrooms,bathrooms,sqft_living,floors,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,price
3,2.5,2030,2,2030,0,1988,2000,4421-4564 186th Ave SE,Issaquah,WA 98027,USA,618080
3,3,2270,2,2130,140,2002,0,1200 N 27th Pl,Renton,WA 98056,USA,640000
3,2,1610,1,1010,600,1917,0,4313 SW Willow St,Seattle,WA 98136,USA,485000
2,1,760,1,760,0,1913,1983,1761 17th Ave S,Seattle,WA 98144,USA,300000
2,1,1640,1,840,800,1978,0,3301-3389 289th Ave NE,Redmond,WA 98053,USA,379500
3,2.25,1630,2,1630,0,1985,0,19501 135th Ave SE,Renton,WA 98058,USA,339950
6,2.5,3560,2.5,3560,0,1914,1945,903 22nd Ave E,Seattle,WA 98112,USA,1500000
3,3,2960,2,2440,520,1937,1990,3529 W Howe St,Seattle,WA 98199,USA,1340000
3,2.5,1940,1,1940,0,1987,0,20821 SE 135th St,Issaquah,WA 98027,USA,500000
3,2,1410,1,1410,0,1985,0,11907 SE 261st Pl,Kent,WA 98030,USA,239900
3,1,1040,1,1040,0,1968,0,18227 SE 135th St,Renton,WA 98059,USA,314950
2,1,820,1,820,0,1944,0,5902 37th Ave SW,Seattle,WA 98126,USA,361280
2,1,910,1,910,0,1956,2001,138 Seattle Blvd S,Algona,WA 98001,USA,100000
7,5.75,3700,2,3700,0,1948,1984,15007-15299 37th Ave NE,Lake Forest Park,WA 98155,USA,540000
4,2.5,2180,1,2180,0,1968,0,18911 NE 165th Pl,Woodinville,WA 98072,USA,480500
3,2.5,1600,2,1600,0,2000,0,5146 S 303rd Pl,Auburn,WA 98001,USA,280000
3,1.75,1500,1,1060,440,1947,1988,3827 39th Ave S,Seattle,WA 98118,USA,440000
3,1,1340,1,1080,260,1910,2006,4703-4707 4th Ave NE,Seattle,WA 98105,USA,530000
3,2,1860,1,1860,0,1985,0,1010 NW Inneswood Dr,Issaquah,WA 98027,USA,560000
3,2,2540,1.5,1600,940,1905,0,517 32nd Ave S,Seattle,WA 98144,USA,775000
2,1,1040,1,1040,0,1912,0,733 1st Ave N,Kent,WA 98032,USA,160000
3,1.5,1380,1,1380,0,1960,2012,32016 8th Ave S,Federal Way,WA 98003,USA,209950
3,1.75,1640,1,1130,510,1988,2000,27000-27080 201st Ave SE,Covington,WA 98042,USA,226500
5,1.75,3000,1,1500,1500,1958,0,8514 S 124th St,Seattle,WA 98178,USA,380000
4,2.75,2140,1,1320,820,1968,1997,19302 65th Pl NE,Kenmore,WA 98028,USA,409500
3,2,1760,1,980,780,1942,1982,2145 Condon Way W,Seattle,WA 98199,USA,690000
3,2.25,1660,1,1660,0,1961,2001,605 N 178th St,Shoreline,WA 98133,USA,405000
3,2.5,1830,2,1830,0,1990,2009,25408 Lake Wilderness Country Club Dr SE,Maple Valley,WA 98038,USA,375000
4,2,2210,1,1210,1000,1954,1979,3235 30th Ave W,Seattle,WA 98199,USA,794154
4,1,1490,1,1490,0,1969,2010,13248 Occidental Ave S,Burien,WA 98168,USA,185000
3,1.5,1260,2,1040,220,2005,0,11304 Corliss Ave N,Seattle,WA 98133,USA,245000
5,4.5,4270,2,3400,870,2007,0,11017 101st Pl NE,Kirkland,WA 98033,USA,1532500
4,3.5,3900,2,3900,0,2006,0,10908 101st Pl NE,Kirkland,WA 98033,USA,1040000
2,2.5,1150,3,1150,0,2008,0,3631 Greenwood Ave N,Seattle,WA 98103,USA,425000
4,2.75,2656,2,2656,0,2014,0,31898 50th Pl S,Auburn,WA 98001,USA,495000
5,2.75,2410,1,1410,1000,2008,0,7956 46th Ave S,Seattle,WA 98118,USA,365000
3,2.25,1606,3,1606,0,2009,0,12303 Sand Point Way NE,Seattle,WA 98125,USA,417250
2,1,820,3,820,0,2006,0,513 N 46th St,Seattle,WA 98103,USA,339950
2,1,1540,1,820,720,1946,1989,2814 13th Ave W,Seattle,WA 98119,USA,615000
3,2.75,2090,2,2090,0,2012,1912,27930 NE 147th Pl,Duvall,WA 98019,USA,403000
5,2.5,3160,1,1780,1380,1971,0,7401 92nd Pl SE,Mercer Island,WA 98040,USA,980000
4,1.75,1730,1,1230,500,1977,2004,30633 21st Ave SW,Federal Way,WA 98023,USA,258000
3,1,1670,1,1170,500,1967,2011,544 NE 84th St,Seattle,WA 98115,USA,533000
4,2.5,2550,2,2550,0,2005,0,1825 251st Pl SE,Sammamish,WA 98075,USA,537500
5,3,3040,1,1970,1070,1968,0,5200-5298 90th Ave SE,Mercer Island,WA 98040,USA,830000
3,1,1250,1.5,1150,100,1900,1971,3612 Interlake Ave N,Seattle,WA 98103,USA,712000
4,2.5,2020,2,2020,0,2002,0,434 Pullman Ave,Algona,WA 98001,USA,262000
4,2.5,2660,2,2660,0,2003,0,1669 28th Ave NE,Issaquah,WA 98029,USA,753888
2,1.5,980,2,980,0,1922,2003,235 Thelma St,Skykomish,WA 98288,USA,134000
3,2.5,1960,1,1290,670,1977,0,12207 NE 139th Pl,Kirkland,WA 98034,USA,402000
2,1,720,1,720,0,1955,2005,8448 Delridge Way SW,Seattle,WA 98106,USA,205000
2,2.5,1360,2,1050,310,1997,0,624 Lake Washington Blvd E,Seattle,WA 98112,USA,553650
2,2,1870,1,1870,0,2006,0,23733 NE Salal Pl,Redmond,WA 98053,USA,559950
4,1.5,2130,1,1100,1030,1962,2003,24345 35th Pl S,Kent,WA 98032,USA,260000
4,2.5,1810,2,1810,0,1994,0,14816 SE 278th St,Kent,WA 98042,USA,270000
2,1.75,2200,1,1100,1100,1973,2013,27469-27501 SE 154th Pl,Issaquah,WA 98027,USA,295000
3,2.5,1690,1.5,1690,0,1928,0,4022 SW Walker St,Seattle,WA 98116,USA,719000
3,2.5,1940,1,1460,480,1989,0,28123 123rd Pl SE,Kent,WA 98030,USA,266000
4,2.5,2320,2,2320,0,2004,2003,15020 SE 281st St,Kent,WA 98042,USA,325900
4,1.75,2060,1,1160,900,1947,1988,17622 12th Ave SW,Normandy Park,WA 98166,USA,647500
4,1,3410,2,2190,1220,1910,0,2509 33rd Ave S,Seattle,WA 98144,USA,1039000
4,2.25,2250,2,2250,0,1980,0,7304 217th Pl NE,Redmond,WA 98053,USA,569000
3,1.75,1390,1,1390,0,1975,0,11921 SE 205th St,Kent,WA 98031,USA,246000
2,1,1060,1,1060,0,1926,2003,8230 Corliss Ave N,Seattle,WA 98103,USA,515000
3,1,1490,1,1490,0,1954,1979,12612 23rd Ave S,Seattle,WA 98168,USA,207000
4,1.75,2480,1,1390,1090,1950,2005,3002 109th Ave SE,Bellevue,WA 98004,USA,780000
5,2.25,2440,1.5,2440,0,1975,0,13711 SE 251 Pl,Kent,WA 98042,USA,489990
3,1.5,2240,1.5,1480,760,1980,0,18748 SE 330th St,Auburn,WA 98092,USA,335000
3,2.5,1920,2,1920,0,1993,0,1914 S 375th St,Federal Way,WA 98003,USA,295000
3,1.75,1890,1,1230,660,1944,0,14317 22nd Ave NE,Seattle,WA 98125,USA,385000
4,1.75,2250,1,2150,100,1940,2001,468 Scenic Way,Kent,WA 98030,USA,350000
2,1,1270,1,650,620,1923,0,4305 S Webster St,Seattle,WA 98118,USA,235000
2,1.5,960,2,960,0,1993,0,1816 26th Ave,Seattle,WA 98122,USA,358000
4,2.5,3290,2,3290,0,2002,0,1031 272nd Pl SE,Sammamish,WA 98075,USA,716500
4,1.75,2000,1,1100,900,1965,1993,5933 S Eastwood Dr,Seattle,WA 98178,USA,228000
2,1,1020,1,1020,0,1948,0,13221 3rd Ave NW,Seattle,WA 98177,USA,405000
4,1.75,1840,1,1220,620,1967,2011,5524 161st Pl NE,Redmond,WA 98052,USA,538000
3,1.75,1980,1,1980,0,1973,0,3220 170th Ave NE,Bellevue,WA 98008,USA,530000
6,3,3510,2.5,3510,0,1906,1990,806 15th Ave E,Seattle,WA 98112,USA,1750000
2,1.75,1230,1.5,1230,0,1925,0,2561 3rd Ave W,Seattle,WA 98119,USA,636000
4,2.5,2280,2,2280,0,2004,2003,13812 196th Ave NE,Woodinville,WA 98077,USA,535000
3,1.75,2430,1,1340,1090,1952,0,9842 Vineyard Crest,Bellevue,WA 98004,USA,1500000
3,2.5,2920,3,2920,0,2008,0,1012 N 42nd Pl,Renton,WA 98056,USA,868500
4,2.75,2280,1.5,1540,740,1930,0,8013 20th Ave NE,Seattle,WA 98115,USA,530000
3,2,1510,1,1510,0,1954,2005,13611 Bear Creek Rd NE,Woodinville,WA 98077,USA,450000
3,1.75,950,1,790,160,1939,1969,1237 S Sullivan St,Seattle,WA 98108,USA,230000
3,2.5,1190,2,1190,0,2002,0,12227 47th Ave S,Tukwila,WA 98178,USA,229000
3,1.75,1310,1,1310,0,1976,1992,17128 NE 92nd St,Redmond,WA 98052,USA,437000
5,3.25,2800,1.5,1910,890,1932,2002,365 Halladay St,Seattle,WA 98109,USA,1307000
3,2.5,1750,2,1750,0,1991,0,10621 NE 107th Pl,Kirkland,WA 98033,USA,595000
3,1.75,1320,1.5,1320,0,1918,0,2121 46th Ave SW,Seattle,WA 98116,USA,660000
4,2.5,2460,2,2460,0,1989,0,32817 10th Pl SW,Federal Way,WA 98023,USA,347500
3,2,1240,1,1240,0,1967,2010,17109 139th Pl SE,Renton,WA 98058,USA,297950
3,1.5,1260,1,1260,0,1955,2009,168 S 192nd Pl,Des Moines,WA 98148,USA,245000
6,2.25,2820,1.5,1970,850,1940,0,15451 22nd Ave SW,Burien,WA 98166,USA,543200
4,3.25,3820,2,3310,510,1990,0,8565 E Mercer Way,Mercer Island,WA 98040,USA,1250000
3,2.5,1540,3,1470,70,2008,0,9202A Interlake Ave N,Seattle,WA 98103,USA,413450
2,2,1550,1.5,1550,0,1972,0,36521 SE 94th St,Snoqualmie,WA 98065,USA,330000
3,1.75,1460,1,1460,0,1979,2014,15917 NE 109th Way,Redmond,WA 98052,USA,424500
3,1,1390,1,1390,0,1960,2001,322 9th Ave N,Algona,WA 98001,USA,230000
3,3.25,2640,2,1840,800,1912,2000,4714 Thackeray Pl NE,Seattle,WA 98105,USA,930000
3,1.75,1590,1,1590,0,1988,2000,4924 SE 2nd Pl,Renton,WA 98059,USA,349000
4,2,1910,1.5,1910,0,1941,0,744 N 83rd St,Seattle,WA 98103,USA,835000
3,2.75,2015,2,2015,0,2007,0,2973-3563 SW 172nd St,Burien,WA 98166,USA,988500
3,1.75,1410,3,1410,0,2012,1912,4010 Linden Ave N,Seattle,WA 98103,USA,500000
2,1.5,1110,2,930,180,2005,0,1417 4th Ave W,Seattle,WA 98119,USA,499000
2,1.25,860,2,860,0,2007,0,2113 15th Ave S,Seattle,WA 98144,USA,321950
3,2.5,2310,2,2310,0,2011,0,7630 Todd Pl,Kenmore,WA 98028,USA,494000
2,1.5,1020,3,1020,0,2008,0,743 N 71st St,Seattle,WA 98103,USA,441750
2,1,980,2,980,0,2010,0,2050 14th Ave W,Seattle,WA 98119,USA,438000
4,2.25,4230,2,4230,0,1989,0,19505 NE 143rd St,Woodinville,WA 98077,USA,985000
3,2.25,1640,1,1640,0,1972,0,14513-14521 164th Pl SE,Renton,WA 98059,USA,352000
4,3.5,3810,1,2560,1250,2013,1923,2411 Meadow Ave N,Renton,WA 98056,USA,839900
4,2.75,2790,2,2790,0,1996,0,19490 SE 57th Pl,Issaquah,WA 98027,USA,765000
4,1.75,1750,1.5,1050,700,1926,0,7021 24th Ave NW,Seattle,WA 98117,USA,460000
4,1,1430,1.5,1430,0,1983,0,31714 125th Pl SE,Auburn,WA 98092,USA,224500
3,2.5,1850,2,1850,0,2003,0,15407 SE 252nd Pl,Covington,WA 98042,USA,254000
2,1,960,1,960,0,1984,0,29805-29821 129th Pl SW,Vashon,WA 98070,USA,255000
3,3,2480,1,1620,860,1976,1992,19707 NE 181st St,Woodinville,WA 98077,USA,610000
4,3,3750,2,3750,0,1976,0,3005 211th Ave NE,Sammamish,WA 98074,USA,920000
4,2.5,2600,2,2600,0,1988,2000,33134 3rd Ct SW,Federal Way,WA 98023,USA,402500
3,1.75,1390,1,840,550,1912,1989,629-899 Cedar Ave S,Renton,WA 98057,USA,280950
4,2.5,2260,2,2260,0,1989,0,3809 260th Ave SE,Issaquah,WA 98029,USA,604000
4,2.25,2470,2,2470,0,1984,0,4205 NE 169th Ct,Lake Forest Park,WA 98155,USA,565000
2,1,810,1,810,0,1928,0,12727 2nd Ave SW,Seattle,WA 98146,USA,255000
4,2,1650,1,1000,650,1959,0,2211 20th Ave S,Seattle,WA 98144,USA,445000
3,2.25,3000,1.5,3000,0,2001,0,East Lake Sammamish Trail,Sammamish,WA 98075,USA,2400000
2,1,720,1,720,0,1950,2005,10614 57th Ave S,Seattle,WA 98178,USA,195000
3,1.5,1390,1,1390,0,1922,2013,4609-4699 Preston-Fall City Rd SE,Fall City,WA 98024,USA,275000
3,2.25,1445,2,1300,145,2003,0,206-458 Lingering Pine Dr NW,Issaquah,WA 98027,USA,387000
2,1,1840,1.5,1130,710,1910,0,6255 4th Ave NW,Seattle,WA 98107,USA,490000
3,2.5,2100,2,2100,0,1999,0,7418 Dogwood Ln SE,Snoqualmie,WA 98065,USA,505000
3,1.5,1060,1,1060,0,1973,0,14320 84th Ave NE,Kirkland,WA 98034,USA,303500
3,1.5,1500,1,1500,0,1953,0,13532 15th Pl NE,Seattle,WA 98125,USA,270000
4,2.75,1970,1,1170,800,1977,2004,17814 161st Ave SE,Renton,WA 98058,USA,323000
3,3.25,1410,3,1410,0,2005,0,9507 Ashworth Ave N,Seattle,WA 98103,USA,382000
4,2.75,3720,1,1960,1760,1962,0,13615 Somerset Ln SE,Bellevue,WA 98006,USA,1370000
4,2,2190,1,1180,1010,1977,0,3331 S 368th Pl,Auburn,WA 98001,USA,280000
3,2,1920,1,1510,410,1969,0,32704 33rd Ave SW,Federal Way,WA 98023,USA,260000
3,1,1160,1,1160,0,1959,0,24345 35th Pl S,Kent,WA 98032,USA,201500
4,4.25,5860,2,4910,950,1996,0,13905 184th Ave NE,Woodinville,WA 98072,USA,1157200
4,1.75,2000,1.5,1450,550,1926,0,4127 Fauntleroy Way SW,Seattle,WA 98126,USA,536500
4,3,2163,2,2163,0,2006,0,429 Milwaukee Blvd S,Algona,WA 98001,USA,248000
5,3,3480,1,2340,1140,1976,1992,23801 SE 162nd St,Issaquah,WA 98027,USA,532000
4,2.5,2840,2,2840,0,1998,2006,15217 80th Ave NE,Kenmore,WA 98028,USA,580000
2,1,1150,1,1150,0,1905,0,401 31st Ave E,Seattle,WA 98112,USA,463000
4,2.75,3100,2,2000,1100,1919,1996,1614 32nd Ave,Seattle,WA 98122,USA,742500
3,2.5,1420,1,1020,400,1963,0,3319 S 262nd St,Kent,WA 98032,USA,260000
4,2.25,2430,1,2430,0,1993,0,18616 215th Way NE,Woodinville,WA 98077,USA,590000
4,2.25,1930,1,1430,500,1984,0,21423 114th Pl SE,Kent,WA 98031,USA,312000
3,2.25,1660,1,1370,290,1980,0,9828 159th Pl NE,Redmond,WA 98052,USA,566000
3,2,1400,1,1400,0,1963,0,2655 166th Ave SE,Bellevue,WA 98008,USA,511555
4,2.5,2660,2,2660,0,2001,0,9921 227th Way NE,Redmond,WA 98053,USA,583000
4,2.5,2000,1,1200,800,1968,0,3026 S Star Lake Rd,Auburn,WA 98001,USA,290000
4,2.25,2130,1,1380,750,1977,0,3502 Morris Ave S,Renton,WA 98055,USA,311100
3,2.25,1352,3,1352,0,2007,0,1211 NE 135th St,Seattle,WA 98125,USA,325000
3,1.75,1750,1,1300,450,1987,0,400-498 211th Pl NE,Sammamish,WA 98074,USA,491300
5,1.75,2320,1,1160,1160,1956,0,439 SW 156th St,Burien,WA 98166,USA,315000
2,1,1420,1,1180,240,1956,2001,18730-18798 109 Ln SE,Renton,WA 98055,USA,360000
4,2.5,1940,2,1940,0,2003,0,16828 166th Pl SE,Renton,WA 98058,USA,330000
3,2,1410,1,1410,0,1940,1996,7701 16th Ave NW,Seattle,WA 98117,USA,481450
3,1,1360,1,1360,0,1977,2004,21612 SE 290th Ct,Black Diamond,WA 98010,USA,234950
3,1.75,1220,1,1220,0,1962,2003,445 Meadow Dr SE,North Bend,WA 98045,USA,251000
4,2.5,2830,2,1980,850,1979,2014,11110 NE 38th Pl,Bellevue,WA 98004,USA,782000
4,2.75,3780,2,3780,0,1999,0,26621 SE 22nd Way,Sammamish,WA 98075,USA,833000
4,2.5,2330,2,2330,0,1978,2000,2084-2104 144th Ave SE,Bellevue,WA 98007,USA,542500
3,2.5,3560,2,3560,0,1987,2000,21630-21648 NE 67th St,Redmond,WA 98053,USA,851000
4,1.5,1470,1,1470,0,1976,0,29606 SE 286 St,Ravensdale,WA 98051,USA,325000
4,2.25,3060,2,3060,0,1992,0,31701-31799 SE 291st St,Ravensdale,WA 98051,USA,415000
3,1,1030,1,880,150,1947,2012,819 NE 125th St,Seattle,WA 98125,USA,252500
4,2.5,1930,1,1930,0,1968,0,29612 2nd Ave SW,Federal Way,WA 98023,USA,465000
3,1.75,1780,1,1780,0,1979,0,33030 NE 201st St,Duvall,WA 98019,USA,336900
3,2.5,2000,2,2000,0,1992,0,21227 SE 278th Way,Maple Valley,WA 98038,USA,225000
3,2,1690,1,1690,0,1969,0,108-150 Union Ave SE,Renton,WA 98059,USA,270000
5,4.5,5190,2,3390,1800,1987,2000,8608 N Mercer Way,Mercer Island,WA 98040,USA,1702500
3,1.75,1300,1.5,1300,0,1925,1992,9610 8th Ave NE,Seattle,WA 98115,USA,536000
4,3.25,2400,2,2400,0,1982,2011,15610 NE 159th St,Woodinville,WA 98072,USA,585000
2,2,1150,1,860,290,1940,1996,1721 NE 98th St,Seattle,WA 98115,USA,445000
4,2.25,2310,2,2310,0,1980,0,11131 SE 183rd Pl,Renton,WA 98055,USA,320000
4,3.5,2730,2,2400,330,2006,0,2653 46th Ave SW,Seattle,WA 98116,USA,769900
4,2.5,2840,2,2840,0,2012,1912,19226 76th Pl NE,Kenmore,WA 98028,USA,557000
2,1.5,1020,2,1020,0,2004,2003,10312 Linden Ave N,Seattle,WA 98133,USA,212000
3,2,1340,3,1340,0,2008,0,9245-9249 Fremont Ave N,Seattle,WA 98103,USA,376000
4,3.25,3540,2,3540,0,2007,0,33001 NE 24th St,Carnation,WA 98014,USA,800000
5,6.5,7270,2,6420,850,2010,0,7070 270th Pl SE,Issaquah,WA 98029,USA,2238888
3,2.25,998,2,798,200,2007,0,820 NW 95th St,Seattle,WA 98117,USA,324000
5,2.75,3060,1,1600,1460,1979,0,10834 31st Ave SW,Seattle,WA 98146,USA,549900
3,2.5,2130,2,2130,0,2003,0,Cedar to Green River Trail,Maple Valley,WA 98038,USA,320000
4,2,2520,1,1400,1120,1921,2007,6521 Fremont Ave N,Seattle,WA 98103,USA,875000
4,1,1940,1,1080,860,1962,2003,9908 S 210th Pl,Kent,WA 98031,USA,265000
3,2.5,1350,3,1270,80,2006,0,5940 California Ave SW,Seattle,WA 98136,USA,394950
4,2.5,2160,2.5,2160,0,1902,0,906 17th Ave,Seattle,WA 98122,USA,842500
3,2.5,1370,2,1010,360,2007,0,5411 Fauntleroy Way SW,Seattle,WA 98136,USA,368000
4,4.5,5420,1,3890,1530,2001,0,25005 NE Patterson Way,Redmond,WA 98053,USA,1225000
4,2.5,2830,2,2830,0,1995,0,3503 NE 43rd St,Seattle,WA 98105,USA,885000
3,2.5,2010,2,1390,620,2014,0,2500 Mulberry Walk NE,Issaquah,WA 98029,USA,453246
4,2.75,3300,2,3300,0,1953,0,9155 NE 21st Pl,Clyde Hill,WA 98004,USA,927000
2,2.5,1230,2,870,360,2004,2003,106 24th Ave E,Seattle,WA 98112,USA,490000
3,1.5,1720,1.5,1720,0,1952,0,17050 14th Avenue Northeast,Shoreline,WA 98155,USA,341000
1,1,810,1,810,0,1941,0,9413 34th Ave SW,Seattle,WA 98126,USA,235000
3,1.75,1560,1.5,1560,0,1928,0,3603 W Mercer Way,Mercer Island,WA 98040,USA,1200000
3,2,2560,1,2560,0,1986,0,19211 SE 342nd St,Auburn,WA 98092,USA,560000
4,3.25,4700,2,3420,1280,1978,0,3709 131st Ave NE,Bellevue,WA 98005,USA,900000
2,1,1220,1,770,450,1910,2006,3017 SW Hinds St,Seattle,WA 98126,USA,255000
5,2.75,3650,1,2360,1290,1975,0,1216 86th Ave NE,Bellevue,WA 98004,USA,1575000
3,3.25,2170,1.5,1650,520,1928,1970,4436-4446 W Mercer Way,Mercer Island,WA 98040,USA,876650
4,2.25,2540,1,1450,1090,1990,2009,31907 NE 139th St,Duvall,WA 98019,USA,540000
2,1,910,1.5,910,0,1906,1990,4430 Letitia Ave S,Seattle,WA 98118,USA,350000
4,2.5,2980,2,2890,90,2000,0,16512 SE 64th Pl,Bellevue,WA 98006,USA,750000
4,1.75,2120,1,1190,930,1951,1994,9214 Cyrus Ave NW,Seattle,WA 98117,USA,582000
4,3.5,3460,2,2560,900,2004,2003,2346 N 59th St,Seattle,WA 98103,USA,1315000
5,3,2480,1,1300,1180,2004,2003,5537 S 119th St,Seattle,WA 98178,USA,372500
3,2.25,2200,2,2200,0,1987,2000,21709 SE 255th Pl,Maple Valley,WA 98038,USA,410000
4,2,1730,1,1010,720,1943,0,7953 14th Ave SW,Seattle,WA 98106,USA,360000
3,2.5,2920,1,1800,1120,1954,1983,5220 SW Pritchard St,Seattle,WA 98116,USA,1015000
3,1,990,1,990,0,1966,0,16411 120th Ave SE,Renton,WA 98058,USA,225000
4,2.5,3040,2,3040,0,1999,0,215 243rd Ave SE,Sammamish,WA 98074,USA,647000
5,3,4530,1.5,3200,1330,2003,0,20325 NE 198th St,Woodinville,WA 98077,USA,950000
3,1.5,1370,1,1370,0,1961,2001,2420 Dogwood St SE,Auburn,WA 98092,USA,185000
3,2.5,1940,2,1940,0,2004,2003,17217 Woodside Dr SE,Renton,WA 98058,USA,335000
3,2.5,1040,2,720,320,2004,2003,5145 S Roxbury St,Seattle,WA 98118,USA,210000
4,2.25,1800,1,1360,440,1980,0,11725 NE 102nd Pl,Kirkland,WA 98033,USA,522000
3,1.75,1720,1,1720,0,1954,2014,1614 33rd Ave,Seattle,WA 98122,USA,770000
3,1,980,1,760,220,1941,1994,1733 NE 88th St,Seattle,WA 98115,USA,499950
4,2.5,3110,2,3110,0,2004,2003,11461-11577 172nd Ave NE,Redmond,WA 98052,USA,751000
5,3,2100,1,1250,850,2013,1923,1047-1099 S 130th St,Burien,WA 98168,USA,330000
3,1.5,2020,1,1190,830,1956,0,11618 NE 65th St,Kirkland,WA 98033,USA,465000
4,1.75,2350,1,2350,0,1961,2001,8223 SE 71st St,Mercer Island,WA 98040,USA,850000
4,2.25,3290,1.5,3290,0,1968,0,9202 SE 46th St,Mercer Island,WA 98040,USA,947500
5,2.25,2180,2,2180,0,1986,0,26405 218th Ave SE,Maple Valley,WA 98038,USA,302000
2,2.25,1290,3,1290,0,2007,0,5900 20th Ave NW,Seattle,WA 98107,USA,500000
3,1,1460,1,1460,0,1969,0,30928 148th Ave SE,Kent,WA 98042,USA,201000
2,1,1290,2,1290,0,2008,0,23549 NE 111th St,Redmond,WA 98053,USA,265000
4,2.5,2350,1.5,1690,660,1910,0,4410 Burke Ave N,Seattle,WA 98103,USA,870300
3,1,1080,1,1080,0,1955,2009,20248 20th Ave NE,Shoreline,WA 98155,USA,339000
4,2.5,2670,2,2670,0,1989,0,24127 SE 45th Pl,Issaquah,WA 98029,USA,690000
4,3.25,3680,2,2840,840,2003,0,570 Wilderness Peak Dr NW,Issaquah,WA 98027,USA,788000
3,1.75,1440,1,960,480,1951,1994,11521 22nd Ave NE,Seattle,WA 98125,USA,315275
4,1.75,1940,1,1030,910,1922,1956,414 14th Ave,Seattle,WA 98122,USA,505000
3,1,1280,1,1280,0,1968,1997,13222 NE 193rd Pl,Woodinville,WA 98072,USA,368000
3,2.75,2980,1.5,2180,800,1917,0,Indian Trail,Burien,WA 98166,USA,947500
3,1,970,1,970,0,1959,1989,29621 18th Ave S,Federal Way,WA 98003,USA,156000
4,3,2110,1.5,1640,470,1930,0,9319 45th Ave SW,Seattle,WA 98136,USA,610000
2,2.5,1480,3,1480,0,2009,0,8107 165th Ave NE,Redmond,WA 98052,USA,420000
2,1,700,1,700,0,1953,0,124 SW 185th St,Normandy Park,WA 98166,USA,192000
3,2,2700,1,1350,1350,1962,0,124 NE 61st St,Seattle,WA 98115,USA,910000
4,3.25,2330,2,2330,0,1918,0,731 McGilvra Blvd E,Seattle,WA 98112,USA,1300000
5,1.75,3380,1,1690,1690,1963,0,9640 NE 32nd St,Clyde Hill,WA 98004,USA,1346400
4,2.75,2600,1.5,1620,980,1936,0,2455 Queen Anne Ave N,Seattle,WA 98109,USA,840000
2,1.75,1360,1,860,500,1975,0,13730 2nd Ave NW,Seattle,WA 98177,USA,300000
4,2.5,2780,1,1590,1190,1978,0,9311 NE 142nd St,Kirkland,WA 98034,USA,505000
3,1,1250,1,1250,0,1945,0,19693-19799 SE Maple Valley Hwy,Maple Valley,WA 98038,USA,110000
3,2.5,2620,2,2620,0,1992,0,16580 SE 57th Pl,Bellevue,WA 98006,USA,746000
3,1.5,1350,1,1350,0,1941,0,16251 12th Ave SW,Burien,WA 98166,USA,211000
4,3,2400,1,1200,1200,1964,0,618 NW 49th St,Seattle,WA 98107,USA,675000
4,2.5,2760,1.5,1680,1080,1928,1970,950 NW 60th St,Seattle,WA 98107,USA,734200
4,2.25,3070,1,1870,1200,1976,0,8434 W Mercer Way,Mercer Island,WA 98040,USA,1225000
2,1.75,2040,1.5,2040,0,1919,1990,23014 Vashon Hwy SW,Vashon,WA 98070,USA,615000
4,2,1770,2,1770,0,1911,1981,3219 34th Ave W,Seattle,WA 98199,USA,630000
4,3.75,3490,2,3490,0,2012,1912,10442 SE 13th St,Bellevue,WA 98004,USA,1264000
2,1.5,830,2,830,0,2005,0,5650 Fauntleroy Way SW,Seattle,WA 98136,USA,301500
2,2.5,980,2,670,310,2009,0,1716 California Ave SW,Seattle,WA 98116,USA,369000
3,2.5,1570,3,1570,0,2010,0,7815 Stroud Ave N,Seattle,WA 98103,USA,635000
4,3.25,3270,2,3110,160,2014,0,10774 155th Pl NE,Redmond,WA 98052,USA,1033888
4,2.5,2160,2,2160,0,2010,0,22442-22446 Southeast 281st Court,Maple Valley,WA 98038,USA,383000
4,3.75,3280,2,2320,960,2008,0,1313 4th St,Kirkland,WA 98033,USA,1050000
4,2.5,3360,2,3360,0,2001,0,18416 172nd Ct SE,Renton,WA 98058,USA,455000
5,2.75,3150,2,3150,0,2013,1923,8082-8160 142nd Ave NE,Redmond,WA 98052,USA,819900
3,3.5,1810,2,1440,370,2009,0,512-598 21st Ave,Seattle,WA 98122,USA,625000
4,2.5,2740,2,2740,0,1993,0,2476 239th Pl NE,Sammamish,WA 98074,USA,651000
5,4.75,3830,1,2130,1700,1976,0,18125 194th Ave NE,Woodinville,WA 98077,USA,480000
3,3.25,3190,2,3190,0,2007,0,2065 NE Nelson Ln,Issaquah,WA 98029,USA,757000
3,2.25,2350,1,1390,960,1977,2004,15801 63rd Ave NE,Kenmore,WA 98028,USA,460000
4,2.25,2510,1,1610,900,1972,0,2831 SW 327th St,Federal Way,WA 98023,USA,267345
2,2,1680,1,1680,0,2006,0,23726 NE 134th Pl,Redmond,WA 98053,USA,530000
3,2,1770,1,960,810,1954,1979,19293 Stone Ave N,Shoreline,WA 98133,USA,449500
3,1,1090,1,1090,0,1981,0,4018 NE 6th Ct,Renton,WA 98056,USA,289000
5,2.5,3001,2,3001,0,2006,0,25523 123rd Pl SE,Kent,WA 98030,USA,373000
5,3,2450,2,2450,0,1994,0,7349 24th Ave NW,Seattle,WA 98117,USA,525000
3,3.25,3610,2,2440,1170,2003,0,18913 SE 63rd Pl,Issaquah,WA 98027,USA,777000
